Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Plank Reach (Alternating),60+,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,6–8,30–60 sec,Enhances core stability and shoulder control,"1. Start in a high plank with hands under shoulders and body in a straight line.
2. Brace your core and lift your right hand straight forward without twisting your hips.
3. Return the right hand to the floor and immediately reach the left hand forward.
4. Continue alternating reaches while keeping hips and shoulders level.","Keep hips level and brace core, reach slowly to avoid rotation",3.4,"Hypertension, Coronary Artery Disease",Warm up/Main workout,,,
,,,,Speed Bag (Elbows High),40-59,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,30–45,5–7,30–60 sec,Improves upper body coordination and quickness,"1. Stand with feet shoulder-width apart in a slight athletic stance and keep elbows high.
2. Bend your knees slightly and hold your hands up near your face.
3. Quickly alternate small punches forward from the shoulders while keeping elbows up.
4. Maintain a fast, rhythmic tempo and keep your core engaged.",Keep elbows lifted and shoulders relaxed while driving punches from the core,5.5,None,Warm up/Main workout,,,
,,,,Squat Jumps (Soft Landing),All Ages,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Knee injury (ACL / meniscus / post-surgery),3,6–10,7–9,60–120 sec,Develops explosive lower body power and landing control,"1. Stand with feet hip-width apart and toes slightly turned out.
2. Lower into a chest-up squat until your thighs are near parallel to the floor.
3. Explode upward into a controlled jump and extend through the hips.
4. Land softly on the balls of your feet and immediately absorb the impact by returning to the squat.","Land softly through hips and knees, absorb impact with bent ankles",6.5,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Hypothyroidism",Warm up/Main workout,,,
,,,,Standing Cross-Crawl (Wide),60+,Weight Loss,Cardio,Full,Bodyweight,Intermediate,Reduced core stability,3,12–20,3–5,20–40 sec,Enhances bilateral coordination and rhythmic motor patterns,"1. Stand with feet wider than hip-width and knees soft.
2. Lift the right knee toward your chest and reach the left hand across to touch the outside of that knee.
3. Return to start and lift the left knee while reaching the right hand across.
4. Continue alternating in smooth, rhythmic repetitions.",Keep a tall spine and engage core with controlled opposite arm and leg reach,3.5,None,Warm up/Main workout,,,
,,,,Mountain Climbers (Strict Spine),40-59,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Reduced core stability,3,20–30,7–8,30–60 sec,Strengthens core endurance while improving hip mobility,"1. Start in a high plank with hands under shoulders and body in a straight line.
2. Brace your core and keep a neutral spine throughout.
3. Drive the right knee toward your chest while maintaining shoulder and hip stability.
4. Quickly switch legs in a controlled, alternating motion without letting the hips drop.",Brace core and keep hips level so spine stays neutral throughout,6,None,Warm up/Main workout,,,
,,,,Shadow Boxing (Uppercuts),60+,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,20–30,6–8,45–90 sec,Elevates aerobic capacity and upper body muscular endurance,"1. Stand with feet hip-width apart and knees slightly bent in a boxing stance.
2. Rotate your hips and drive a short upward punch from the rear hand toward an imaginary chin.
3. Return the hand to guard and repeat the movement with the other hand in a steady rhythm.","Keep chin tucked, rotate from hips, exhale on each uppercut",5.5,None,Warm up/Main workout,,,
,,,,Floor Angels,All Ages,Weight Maintenance,Mobility,Upper,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),2,10–15,2–4,20–40 sec,Improves shoulder mobility and thoracic extension awareness,"1. Lie on your back with knees bent, feet flat, and arms at your sides with palms facing up.
2. Press your lower back to the floor and slide your arms overhead while keeping contact with the ground.
3. Slowly return your arms to your sides and repeat with controlled movement.",Press low back gently to floor and slide arms with scapular control,2,None,Warm up,,,
,,,,Single-Leg RDL (Airplane Arms),60+,Weight Maintenance,Balance & Stability,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,8–12,7–8,60–90 sec,Enhances single leg balance and posterior chain strength,"1. Stand on one leg with a slight bend in the knee and arms extended out like airplane wings.
2. Hinge at the hips and lower your torso while extending the free leg straight behind you until your body forms a T.
3. Keep your hips square and core engaged to control the movement.
4. Drive through the supporting heel to return to standing and repeat on the other leg.","Hinge from hips with a flat back, keep hips square and knee soft",3.4,None,Main workout ,,,
,,,,Side Plank with Arm Sweep,40-59,Weight Maintenance,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,5–7,30–60 sec,Enhances lateral core stability and shoulder mobility,"1. Lie on your side and prop your forearm under your shoulder with legs stacked.
2. Lift your hips so your body forms a straight line from head to feet.
3. Sweep your top arm in a controlled arc from your side overhead and back down.
4. Lower your hips and return the arm to the start position, then repeat.",Keep hips stacked and core braced as you sweep the arm,3,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Corner Pec Stretch,All Ages,Weight Maintenance,Flexibility / Stretching,Upper,Bodyweight,Intermediate,Limited shoulder range of motion,3,20–30 sec hold per side,2–4,30–60 sec,Improves chest flexibility and promotes open posture,"1. Stand facing a corner and place your forearms on each wall at shoulder height.
2. Step one foot forward and lean your chest toward the corner.
3. Keep your shoulders down and press your forearms into the walls.
4. Adjust your step to increase or decrease the stretch.",Square shoulders and draw shoulder blades down while leaning into the corner,4,None,Cooldown,,,
,,,,Wall Hinge (Flat Back),40-59,Weight Maintenance,Flexibility / Stretching,Full,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,20–30 sec hold per side,3–5,30–60 sec,Reinforces hip hinge mechanics and flat back alignment,"1. Stand with feet hip-width and place hands on your hips.
2. Hinge at your hips by pushing them straight back while keeping a flat spine.
3. Move until your torso is roughly parallel to the floor or you feel a hip hinge.
4. Reverse the movement by driving your hips forward to stand tall.",Hinge from hips keeping a neutral flat back and soft knees,2.5,None,Cooldown,,,
,,,,Bear Walk (Reverse),All Ages,Weight Maintenance,Strength,Full,Bodyweight,Intermediate,Wrist pain / limited wrist mobility,3,20–30,7–8,60–90 sec,Builds shoulder stability and full body core coordination,"1. Start on hands and knees and lift your knees just off the ground to hover.
2. Keep your hips low and core braced throughout the movement.
3. Step backward by moving one hand and the opposite foot together, then repeat.
4. Continue alternating steps to move backward steadily.",Maintain a flat back and controlled steps using steady breathing,5,None,Main workout,,,
,,,,Standing Hip Abduction,60+,Weight Maintenance,Strength,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,10–15,5–7,30–60 sec,Strengthens hip abductors and enhances lateral hip stability,"1. Stand tall next to a wall or chair for support.
2. Shift your weight onto one leg and keep the standing knee soft.
3. Lift the other leg straight out to the side without rotating your hips.
4. Lower the leg in a controlled manner and repeat for reps.",Keep torso upright and controlled avoid leaning away from working leg,2.8,None,Main workout,,,
,,,,Kneeling Hip Flexor Stretch,40-59,Weight Maintenance,Mobility,Lower,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,8–12,2–4,30–60 sec,Improves hip flexor flexibility and promotes pelvic mobility,"1. Kneel with one knee on the ground and the other foot flat in front.
2. Tuck your pelvis and squeeze the glute of the kneeling leg.
3. Shift your hips forward until you feel a stretch in the front of the hip.
4. Keep your torso upright and maintain steady breathing.",Tuck pelvis and gently drive hips forward until you feel front hip stretch,4,None,Warm up,,,
,,,,Push-up Plus (Scapular Protraction),40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,8–12,6–8,60–90 sec,Enhances scapular control and upper body pushing mechanics,"1. Start in a high plank with hands under shoulders and body in a straight line.
2. Bend your elbows and lower your chest toward the floor.
3. Press up to straight arms.
4. At the top, push through your hands to protract your shoulder blades and round the upper back.",Keep spine neutral and push shoulder blades forward at top of movement,5.5,None,Main workout,,,
,,,,Sumo Squat (Hands on Hips),All Ages,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Knee pain (general / chronic),3,8–12,6–8,60–90 sec,Targets inner thighs while developing lower body strength and hip mobility,"1. Stand with a wide stance and toes turned outward, hands on hips.
2. Hinge at the hips and lower into a squat while keeping your chest up.
3. Keep your knees tracking over your toes as you descend to thigh-parallel or a comfortable depth.
4. Drive through your heels and squeeze your glutes to return to standing.",Spread knees in line with toes and sit hips back with chest up,4.3,None,Main workout,,,
,,,,Plank with Hip Extension,60+,Weight Gain,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,10–15,6–8,45–90 sec,Combines core stabilization with glute strengthening and posterior chain activation,"1. Assume a forearm plank with body in a straight line from head to heels.
2. Brace your core and squeeze the glute of one leg.
3. Lift that leg toward the ceiling without rotating your hips.
4. Lower with control and repeat on the opposite side.",Maintain neutral spine and engage core before lifting one leg to hip height,3,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Tricep Dip (Bench/Chair),40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Shoulder pain (general),3,8–12,7–9,60–120 sec,Builds triceps strength and improves elbow extension control,"1. Sit on the edge of a bench or chair with hands beside your hips and fingers pointing forward.
2. Slide your hips off the edge and extend your legs in front of you.
3. Bend your elbows and lower your body until your elbows are about 90 degrees, keeping them pointing back.
4. Press through your palms to straighten your arms and return to the start.",Keep shoulders down away from ears and bend elbows to ninety degrees controlled,5,None,Main workout,,,
,,,,Split Squat Hold (Isometric),All Ages,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,20–30,6–8,60–90 sec,Improves unilateral leg strength and balance,"1. Stand in a split stance with one foot forward and one foot back about hip-width apart.
2. Lower your hips until the front thigh is parallel to the floor and the back knee hovers a few inches above the ground.
3. Hold this position and keep your torso upright and weight evenly distributed.",Keep front knee over ankle torso upright hips level,5,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Dead Bug (Head on Floor),60+,Weight Gain,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,5–7,30–60 sec,Enhances core stability and coordinated breathing,"1. Lie on your back with your head on the floor, arms extended toward the ceiling, and hips and knees bent at 90 degrees.
2. Press your lower back into the floor and brace your core.
3. Slowly extend your right arm overhead and your left leg toward the floor while keeping the opposite limbs stationary.
4. Return to the starting position and repeat on the other side.",Press lower back into floor maintain neutral spine and breathe slowly,4,Sleep Apnea,Main workout,,,
,,,,Wall Walk (Partial Range),40-59,Weight Gain,Strength,Full,Bodyweight,Intermediate,Limited overhead reach,3,4–6,7–9,90–120 sec,Builds upper body strength and shoulder mobility,"1. Stand facing a wall and place your hands on the wall at shoulder height and shoulder-width apart.
2. Step your feet back slightly and hinge from the shoulders to create a partial angled plank toward the wall.
3. Slowly walk your hands a short distance up the wall while keeping a straight line from head to heels.
4. Walk your hands back down to the starting position and reset.",Keep shoulders down and packed core tight move slowly,4,None,Main workout,,,
,,,,Glute Bridge Marching,All Ages,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Reduced core stability,3,10–12,6–8,60–90 sec,Improves glute activation and hip stability during movement,"1. Lie on your back with knees bent, feet flat hip-width apart, and arms at your sides.
2. Drive through your heels and lift your hips until your body forms a straight line from shoulders to knees.
3. Keeping hips lifted and stable, lift one knee toward your chest while maintaining alignment.
4. Lower that foot back down and repeat the movement with the opposite leg in a controlled march.",Keep hips level and core braced as each knee marches,6,None,Main workout,,,
,,,,High Knees (Controlled),40-59,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,40–60,6–8,30–60 sec,Boosts cardiovascular fitness and improves hip flexor coordination,"1. Stand tall with feet hip-width apart and engage your core.
2. Lift one knee toward hip height while driving the opposite arm forward in a controlled motion.
3. Alternate knees at a steady tempo and maintain an upright posture.",Maintain tall posture drive knees up land softly and control breath,4,"Obesity / Overweight, Hypothyroidism",Warm up/Main workout,,,
,,,,Standing Elbow-to-Knee (Tall),60+,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Limited single-leg balance,3,12–15,5–7,30–60 sec,Enhances core rotation and standing balance,"1. Stand tall with feet hip-width apart and hands at your temples.
2. Lift your right knee toward your chest while twisting your torso to bring your left elbow toward the knee.
3. Lower your right leg with control and return to standing.
4. Repeat on the opposite side, alternating sides with a steady tempo.",Stand tall brace core lead elbow toward opposite knee,3,None,Warm up/Main workout,,,
,,,,Lateral Hops (Skater Mimic),All Ages,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Ankle instability / recurrent sprains,3,20–30,7–9,60–90 sec,Develops lateral power agility and single leg stability,"1. Stand on your left foot with a slight knee bend and arms relaxed.
2. Hop sideways to the right, landing on your right foot while swinging your left arm across for momentum.
3. Absorb the landing with a bent knee and immediately hop back or alternate sides in a controlled rhythm.",Land softly with knees bent chest up absorb impact through hips,6,"Obesity / Overweight, Osteoporosis, Osteoarthritis, Hypothyroidism",Warm up/Main workout,,,
,,,,Shadow Boxing (Straight Punches),40-59,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,20–30,6–8,30–60 sec,Improves upper body endurance and hand eye coordination,"1. Stand in a staggered stance with hands up and chin tucked.
2. Rotate your torso and extend your lead hand in a straight punch, keeping the other hand by your face.
3. Retract the punch quickly and alternate arms at a steady pace.",Rotate from hips retract punches keep chin tucked and breathe,5,None,Warm up/Main workout,,,
,,,,Modified Burpee (Step Back),60+,Weight Loss,Cardio,Full,Bodyweight,Intermediate,Reduced core stability,3,8–12,7–9,60–90 sec,Increases full body conditioning with reduced joint impact,"1. Stand feet hip-width and hinge at the hips to place hands on the floor.
2. Step your right foot back then your left foot back into a high plank.
3. Step both feet forward toward your hands and stand up.
4. Reach overhead or add a small jump at the top and repeat the sequence.",Step back one foot at a time maintain a neutral spine and tight core,6,Obesity / Overweight,Warm up/Main workout,,,
,,,,Standing Oblique Twist,All Ages,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),3,12–15,5–7,30–60 sec,Strengthens oblique muscles and improves trunk rotational control,"1. Stand feet hip-width with hands clasped in front of your chest.
2. Rotate your torso to the right while keeping your hips facing forward.
3. Rotate to the left and continue alternating in a controlled manner.",Keep hips square forward rotate through torso with a tall spine,2.6,None,Warm up/Main workout,,,
,,,,Heel Flicks (Butt Kicks),40-59,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Knee pain (general / chronic),2,20–30,3–5,30–60 sec,Increases hamstring activation and elevates heart rate for light cardio,"1. Stand tall with feet hip-width apart and knees slightly soft.
2. Begin jogging in place with a quick rhythm.
3. Flick each heel up to touch the glute on each step.
4. Pump your arms naturally to maintain momentum.",Maintain upright torso and land softly under your hips,6,None,Warm up/Main workout,,,
,,,,Plank Jack (Forearms),60+,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Reduced core stability,3,12–20,6–8,45–60 sec,Enhances core stability while adding dynamic cardiovascular challenge,"1. Place forearms on the floor under your shoulders and extend legs behind you.
2. Brace your core and keep a straight line from head to heels.
3. Jump both feet out wide and then back together in a controlled motion.
4. Maintain steady hips and repeat the jack movement.",Brace core and keep hips level throughout movement,4.5,Hypertension,Warm up/Main workout,,,
,,,,Chin Tucks (Supine),All Ages,Weight Maintenance,Mobility,Upper,Bodyweight,Intermediate,Neck pain,3,10–15,2–4,30–60 sec,Improves deep neck muscle engagement and posture alignment,"1. Lie on your back with knees bent and feet flat on the floor.
2. Gently draw your chin straight back toward your throat to create a double chin.
3. Hold the tuck briefly, then relax your head back to the starting position.",Gently nod chin toward chest and keep shoulders relaxed,4,None,Warm up,,,
,,,,Scapular Wall Slide,40-59,Weight Maintenance,Mobility,Upper,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),3,10–15,3–5,30–60 sec,Promotes shoulder mobility and scapular control,"1. Stand with your back and heels against the wall and feet hip-width apart.
2. Place elbows and forearms against the wall with hands near shoulder height in a ""W"".
3. Slide your arms upward into a ""Y"" while keeping forearms and back against the wall.
4. Lower back to the ""W"" position with controlled movement.",Press low back gently to wall and retract shoulder blades,2.2,None,Warm up,,,
,,,,Bird Dog (Neck Neutral),60+,Weight Maintenance,Balance & Stability,Core,Bodyweight,Intermediate,Reduced core stability,3,8–12,4–6,30–60 sec,Develops lumbar stability and coordination between limbs,"1. Start on hands under shoulders and knees under hips with a neutral neck.
2. Extend your right arm forward and left leg back until they align with your spine.
3. Hold briefly, then return to the starting position and switch sides.",Extend opposite arm and leg while keeping neck aligned with spine,2.6,None,Main workout ,,,
,,,,Levator Scapulae Stretch,All Ages,Weight Maintenance,Flexibility / Stretching,Upper,Bodyweight,Intermediate,Neck pain,3,20–30 sec hold per side,1–3,30–60 sec,Relieves upper neck and shoulder tension through targeted stretching,"1. Sit or stand tall and place one hand behind your back.
2. Turn your head about 45 degrees toward the same side and drop your chin toward your chest.
3. Use the free hand to gently press the back of your head to increase the stretch and hold.",Depress the shoulder on the stretching side and gently guide head forward,4,None,Cooldown,,,
,,,,Single-Leg Balance (Eyes Open),40-59,Weight Maintenance,Balance & Stability,Full,Bodyweight,Intermediate,Limited single-leg balance,3,30–60 sec,3–5,30–60 sec,Improves proprioception and single leg stability,"1. Stand tall with feet hip-width and shift your weight onto one leg.
2. Lift the other foot slightly off the floor and soften the standing knee.
3. Keep eyes open and fix a point ahead to maintain balance, then lower the foot to return.",Keep hips level and core braced while softening the standing knee,2.1,None,Main workout ,,,
,,,,Prone I-T-Y Raise (Forehead Down),All Ages,Weight Maintenance,Strength,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,8–12,4–6,45–60 sec,Strengthens posterior shoulder and upper back muscles for improved posture,"1. Lie face down with your forehead resting on the floor and arms extended overhead with thumbs up.
2. Squeeze your shoulder blades and lift the arms off the floor into an ""I"", then lower.
3. Move the arms out to the sides into a ""T"", lift by squeezing the shoulder blades, then lower.
4. Move the arms into a ""Y"" angle and lift by engaging the upper back, then lower.",Maintain a neutral neck and initiate movement from the shoulder blades,2.9,None,Main workout,,,
,,,,Cat-Cow (Limited Range),60+,Weight Maintenance,Mobility,Core,Bodyweight,Intermediate,Lumbar stiffness / restricted spinal mobility,2,8–12,1–3,15–30 sec,Enhances spinal mobility and gentle core engagement,"1. Start on hands and knees with hands under shoulders and knees under hips.
2. Tuck your chin slightly and round your spine a small amount toward the ceiling.
3. Lift your chest a small amount and allow a gentle arch in your lower back.
4. Move slowly between the rounded and arched positions using small controlled motions.",Coordinate slow breaths with gentle pelvic tilts and avoid forcing range,2.5,None,Warm up,,,
,,,,Side Lying Hip Abduction,60+,Weight Maintenance,Strength,Lower,Bodyweight,Intermediate,Hip pain,3,10–15,5–7,60–90 sec,Builds hip abductor strength and pelvic stability,"1. Lie on your side with legs stacked and head supported by your arm.
2. Keep the top leg straight and lift it upward from the hip without rotating the pelvis.
3. Lower the leg with control back to the starting position.",Keep hips stacked and toes pointing forward while lifting with control,2.6,None,Main workout,,,
,,,,Standing Hip Circles,40-59,Weight Maintenance,Mobility,Lower,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,2,10–15,2–4,15–30 sec,Improves hip mobility and functional range of motion,"1. Stand tall with feet hip-width apart and hands on hips.
2. Lift one knee a few inches and begin a controlled circular motion from the hip.
3. Make smooth circles clockwise for several reps.
4. Reverse the circle direction and repeat with the opposite leg.",Keep a tall spine and move from the hip joint,4,None,Warm up,,,
,,,,Incline Push-up (Hands on Chair),40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Shoulder pain (general),3,8–12,6–8,60–90 sec,Builds upper body pressing strength with reduced joint load,"1. Place hands shoulder-width on a stable chair and step feet back into a straight plank line.
2. Keep a straight line from head to heels and brace your core.
3. Bend elbows to lower your chest toward the chair until elbows reach about 90 degrees.
4. Press through the palms to straighten the arms and return to the top.",Maintain a straight line from head to heels,4,None,Main workout,,,
,,,,Plank to Dolphin,60+,Weight Gain,Strength,Core,Bodyweight,Intermediate,Reduced core stability,3,10–15,6–8,30–60 sec,Engages core while improving shoulder stability and midline control,"1. Start in a forearm plank with elbows under shoulders and body in a straight line.
2. Press into your forearms and lift hips toward the ceiling into a pike/dolphin position.
3. Hold briefly at the top while keeping shoulders over elbows and core engaged.
4. Lower hips back to forearm plank with control and repeat.",Hinge from shoulders and exhale as hips lift,4.5,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Reverse Grip Push-up (Wall/Surface),40-59,Weight Gain,Strength,Upper,Bodyweight,Intermediate,Wrist pain / limited wrist mobility,3,8–12,5–7,60–90 sec,Strengthens upper forearms and chest while promoting wrist stability,"1. Stand facing a wall and place both hands on the wall at chest height with fingers pointing down toward your feet.
2. Step back into an angled plank so your body forms a straight line from head to heels.
3. Bend elbows to lower your chest toward the wall while keeping palms flat and elbows close to your sides.
4. Push through the palms to straighten the arms and return to the starting position.",Keep elbows close to sides and control descent,3.2,None,Main workout,,,
,,,,Wide Stance Squat,All Ages,Weight Gain,Strength,Lower,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,10–15,6–8,60–90 sec,Increases lower body strength and hip mobility while emphasizing glute activation,"1. Stand with feet wider than shoulder-width and toes turned out slightly.
2. Keep chest lifted and push hips back as you bend knees to lower into a squat.
3. Drop down until thighs are at least parallel to the floor.
4. Drive through the heels to stand up and squeeze glutes at the top.",Push knees out over toes and sit back into hips,3.8,None,Main workout,,,
,,,,Seated Leg Lifts (Over Object),60+,Weight Gain,Strength,Core,Bodyweight,Intermediate,Lower back pain (non-specific),3,10–15,5–7,30–60 sec,Improves lower abdominal and hip flexor endurance and leg control,"1. Sit at the edge of a sturdy chair with one foot resting on a low object and the other foot flat on the floor.
2. Keep your torso upright and engage your core.
3. Straighten the leg on the object and lift the foot so the knee rises above the object.
4. Lower the leg with control and repeat for the desired repetitions.",Press lower back into seat and lift with slow controlled breathing,2.3,None,Main workout,,,
,,,,Tabletop Bridge (Hold),40-59,Weight Gain,Strength,Full,Bodyweight,Intermediate,Hip stiffness / limited hip mobility,3,20–30 sec,5–7,60–90 sec,Strengthens the posterior chain and enhances shoulder and core stability,"1. Lie on your back with knees bent and feet hip-width on the floor.
2. Press through your heels and lift your hips until your torso and thighs form a straight tabletop line.
3. Squeeze your glutes, hold the position, then lower with control.",Squeeze glutes and hold hips level without overarching the lower back,2.7,"Hypertension, Coronary Artery Disease, Sleep Apnea",Main workout,,,
,,,,Wall Handstand Hold (Partial/Incline),All Ages,Weight Gain,Strength,Full,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,20–30 sec,7–9,120–180 sec,Builds shoulder strength and balance while improving proprioception,"1. Face a wall and place your hands shoulder-width on the floor about a foot from the wall.
2. Walk your feet up the wall until your body forms an incline with hips over shoulders.
3. Keep your arms straight, shoulders packed, and core engaged while holding the position.
4. Walk your feet down to return to the start when finished.",Keep shoulders stacked over wrists and engage core to prevent sagging,4.5,"Hypertension, Coronary Artery Disease",Main workout,,,
,,,,Squat to Calf Raise (Dynamic),40-59,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Knee pain (general / chronic),3,10–15,6–8,45–90 sec,Combines leg strength and ankle mobility to improve functional lower limb power,"1. Stand with feet hip-width and toes slightly turned out.
2. Lower into a squat by bending your knees and pushing your hips back while keeping your chest up.
3. Drive through your heels to stand and immediately lift onto your toes into a calf raise.
4. Lower your heels back to the floor and repeat.",Drive knees to track toes and transfer weight smoothly to heels,4.3,None,Warm up/Main workout,,,
,,,,Woodchoppers (Clasped Hands),60+,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),3,10–15  per side,6–8,30–60 sec,Enhances rotational core strength and coordination across torso and hips,"1. Stand with feet shoulder-width and clasp your hands together in front of you.
2. Rotate your torso and raise the clasped hands diagonally above one shoulder.
3. Swing the clasped hands down and across your body toward the opposite hip with controlled motion.
4. Reverse the movement back to the start or switch sides and repeat.",Rotate through your torso with braced core and control the descent,4.5,Chronic Low Back Pain,Warm up/Main workout,,,
,,,,Cross Jacks,All Ages,Weight Loss,Cardio,Full,Bodyweight,Intermediate,Knee pain (general / chronic),3,20–30,5–7,30–45 sec,Improves coordination and aerobic fitness,"1. Stand tall with feet together and arms at your sides.
2. Jump feet wide and cross your arms in front of your chest mid-air.
3. Land softly with feet together and uncross your arms, then repeat.",Land softly with knees slightly bent and chest upright,6,"Obesity / Overweight, Osteoarthritis, Osteoporosis",Warm up/Main workout,,,
,,,,Speed Bag (Standing),40-59,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Rotator cuff weakness / instability,3,40–60,6–8,45–60 sec,Enhances shoulder endurance and hand eye coordination,"1. Stand with one foot slightly forward and knees soft.
2. Raise hands to chin level with elbows bent and wrists loose.
3. Punch rapidly with alternating hands in small, controlled motions.
4. Keep a steady rhythm and return hands to guard between punches.",Keep a soft bend in knees and maintain a tall neutral spine,4,None,Warm up/Main workout,,,
,,,,Side-to-Side Shuffle,60+,Weight Loss,Cardio,Lower,Bodyweight,Intermediate,Ankle instability / recurrent sprains,3,20–30,6–8,60–90 sec,Improves lateral agility and footwork,"1. Stand with knees slightly bent and hips low.
2. Take quick, small steps to the side leading with the foot in that direction.
3. Push off the trailing foot to change direction and keep a steady rhythm.",Drive from hips stay low with chest up and knees tracking toes,5.5,None,Warm up/Main workout,,,
,,,,Sitting Twists (Feet on Floor),All Ages,Weight Loss,Cardio,Core,Bodyweight,Intermediate,Lower back pain (non-specific),3,12–20,3–5,30–60 sec,Increases trunk rotational mobility and core engagement,"1. Sit on the edge of a chair with feet flat and knees bent.
2. Lean back slightly with a straight spine and clasp hands in front of your chest.
3. Rotate your torso to one side until you feel the twist in your obliques.
4. Return to center and rotate to the other side in a controlled motion.",Sit tall brace core and rotate from the ribs not the lower back,2,None,Warm up/Main workout,,,
,,,,Arm Scissors (Fast Tempo),40-59,Weight Loss,Cardio,Upper,Bodyweight,Intermediate,Shoulder pain (general),3,20–30,5–7,30–45 sec,Boosts shoulder mobility and upper body muscular endurance,"1. Stand tall with arms extended straight in front of your chest at shoulder height.
2. Quickly open arms out to the sides and then cross them in front, alternating which arm crosses on top.
3. Maintain a fast, controlled tempo and keep shoulders relaxed.",Keep shoulders down and back control arm speed with steady breathing,3.5,None,Warm up/Main workout,,,
,,,,T-Jacks (No Jump),60+,Weight Loss,Cardio,Full,Bodyweight,Intermediate,Limited single-leg balance,3,8–12,4–6,30–45 sec,Develops shoulder stability and core control,"1. Stand with feet together and arms relaxed at your sides.
2. Step your right foot out to the side while lifting both arms straight out to shoulder height to form a T.
3. Step the right foot back to center while lowering your arms to your sides.
4. Repeat the same stepping and arm movement to the left, alternating sides in a controlled rhythm.",Hinge at the hips and keep a soft knee while controlling arm movement,4,None,Warm up/Main workout,,,
,,,,Seated Thoracic Rotation,All Ages,Weight Maintenance,Mobility,Upper,Bodyweight,Intermediate,Thoracic stiffness (upper-back rigidity),3,8–12,3–5,30–60 sec,Improves thoracic mobility and spinal rotation range,"1. Sit upright on a chair with feet flat and hands lightly behind your head.
2. Rotate your chest and shoulders to the right while keeping your hips facing forward.
3. Return to center and rotate your chest and shoulders to the left.",Sit tall and brace your core rotate from the thoracic spine keeping hips stable,4,None,Warm up,,,
,,,,Standing Quad Stretch,40-59,Weight Maintenance,Flexibility / Stretching,Lower,Bodyweight,Intermediate,Limited single-leg balance,3,20–30 sec hold per side,2–4,15–30 sec,Increases quadriceps flexibility and hip mobility,"1. Stand tall and shift your weight onto your left leg.
2. Bend your right knee and reach back to grab your right ankle or foot with your right hand.
3. Pull your ankle toward your glutes, keep knees close together, and switch sides.",Keep knees together and pull heel to glute without arching lower back,4,None,Cooldown,,,
