Video name,Unique ID,GuidId,Video Link,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for (Medical conditions),Tags
Side Step Touch,10063,a0c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Side_Step_Touch/Side_Step_Touch.mp4?se=2036-01-25T12%3A29%3A07Z&sp=r&sv=2026-02-06&sr=b&sig=KpNN%2BD/O%2BZcbZ45oUu24ghpwa%2BSgKpXPnvdTGKRrq6s%3D,Side Step Touch: Enhance lateral movement coordination—tap to begin.,Side Step Touch,All Ages,All,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,2,20–30,4–6,30–60 sec,Improves lateral agility and light cardiovascular fitness,"1. Stand with feet together and knees slightly bent, hands relaxed at your sides.
2. Step your right foot out to the side and shift your weight onto it.
3. Bring your left foot to meet the right and tap lightly beside it.
4. Repeat the movement to the left, keeping an upright posture and steady pace.","Step with control, lead with hips, keep knees soft and chest upright",3.5,None,
Seated Side Bend,10064,a1c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Seated_Side_Bends/Seated_Side_Bends.mp4?se=2036-01-25T12%3A29%3A09Z&sp=r&sv=2026-02-06&sr=b&sig=ob68/28EOK3WA3vBliGmkv5CqYb09h6uv52yg5dqI7M%3D,Seated Side Bend: Stretch lateral trunk muscles gently—tap to begin.,Seated Side Bend,All Ages,All,Flexibility / Stretching,Core,Bodyweight,Beginner,Lumbar stiffness / restricted spinal mobility,2,12–15,3–5,30–45 sec,Enhances lateral trunk flexibility and range of motion,"1. Sit tall on a chair with feet flat and knees hip-width apart.
2. Place one hand on the seat and reach the other arm overhead.
3. Bend gently to the side without twisting the torso and feel the side lengthen.
4. Return to center and repeat on the opposite side.","Sit tall, hinge at the waist, reach over with relaxed shoulders",4,None,
Shallow Lunge,10065,a2c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Shallow_Lunge/Shallow_Lunge.mp4?se=2036-01-25T12%3A29%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=z0MrrA2xu223bP%2BCVkGS0QZ5havwoBMPiXPnyq61NhU%3D,Shallow Lunge: Build quad strength with limited knee bend—tap to begin.,Shallow Lunge,All Ages,All,Strength,Lower,Bodyweight,Beginner,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Supports overall mobility and functional movement,"1. Stand tall with feet hip-width apart and engage your core for nan.
2. Reach both arms overhead and lengthen through the sides.
3. Lean gently to one side if desired, then return to center.
4. Lower the arms and relax the shoulders.",Maintain neutral spine and breathe steadily throughout movement,4,None,
Side-Lying Hip Adduction,10066,a3c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Side-Lying_Hip_Adduction/Side-Lying_Hip_Adduction.mp4?se=2036-01-25T12%3A29%3A31Z&sp=r&sv=2026-02-06&sr=b&sig=k11AR60%2BQdxTdTddHNvCqINUETtSVa8UcPRKuchj9qI%3D,Side Lying Hip Adduction: Strengthen inner thigh muscles—tap to begin.,Side Lying Hip Adduction,All Ages,All,Strength,Lower,Bodyweight,Beginner,Hip pain,2,12–15,5–7,45–60 sec,Strengthens inner thigh muscles and hip stability,"1. Lie on your side with the bottom leg straight and the top leg bent with foot flat in front.
2. Support your head with the top hand and keep your hips stacked.
3. Lift the bottom leg upward toward the top leg using the inner thigh.
4. Lower the bottom leg with control and repeat.",Keep hips stacked and engage inner thigh to lift with controlled motion,4,None,
Side bends with arms up,10067,a4c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Side_bends_with_arms_up/Side_bends_with_arms_up.mp4?se=2036-01-25T12%3A29%3A32Z&sp=r&sv=2026-02-06&sr=b&sig=tFOcnNtt%2B9/64GQ0Bmr%2B%2B6aXqSjqpAPRBK5i6oh2JG4%3D,Side Bends with Arms Up: Lengthen the side body with overhead reach—tap to begin.,Side bends with arms up,All Ages,All,Mobility,Core,Bodyweight,Beginner,General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Promotes general movement confidence and daily activity participation,"1. Stand with feet hip-width apart and arms relaxed at your sides.
2. Bend knees slightly and hinge at the hips while keeping your back flat.
3. Push through your heels to return to standing and squeeze your glutes at the top.",Maintain a neutral spine and steady breathing throughout the movement,4,None,
Side-to-Side Hops,10068,a5c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Side-to-Side_Hops/Side-to-Side_Hops.mp4?se=2036-01-25T12%3A29%3A33Z&sp=r&sv=2026-02-06&sr=b&sig=wqgLj2vnJOl2U0lLWFn3y30f65N3KjZQ/hATAYJtrRE%3D,Side-to-Side Hops: Improve lateral agility and foot speed—tap to begin.,Side-to-Side Hops ,40–59,All,Cardio,Lower,Bodyweight,Beginner,Limited single-leg balance,2,15–20,5–7,60–90 sec,Improves lateral power and coordination with reduced joint impact,"1. Stand with feet hip-width apart and bend your knees slightly.
2. Shift weight to one foot and step or perform a small hop to the side, landing softly.
3. Push off and move to the opposite side with a soft landing and controlled rhythm.",Land softly through midfoot and bend knees to absorb impact,4.25,"Obesity / Overweight, Osteoarthritis",
Single-leg stand,10069,a6c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Single-leg_stand/Single-leg_stand.mp4?se=2036-01-25T12%3A29%3A41Z&sp=r&sv=2026-02-06&sr=b&sig=Qhs5GL11sHwEhrz1MUL%2BcAlUy1WECWyoGTSJ0kT6edQ%3D,Single Leg Stand: Improve balance and ankle stability—tap to begin.,Single Leg Stand,40–59,All,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,2,30–60,2–4,15–30 sec,Enhances single leg balance and proprioceptive control,"1. Stand tall and shift your weight onto one foot, lifting the other foot slightly off the ground.
2. Keep a soft knee and engage your core while holding your arms out for balance.
3. Hold the position for the desired time, then lower the lifted foot and repeat on the other side.",Keep standing knee slightly soft and hips level while engaging core,4,Sarcopenia,
Side-Lying Oblique Crunch,10070,a7c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Side-Lying_Oblique_Crunch/Side-Lying_Oblique_Crunch.mp4?se=2036-01-25T12%3A29%3A33Z&sp=r&sv=2026-02-06&sr=b&sig=iJcXLLdikRp1cF0hs0ctM0j3Fo8MNwWS2KOqJnfl4/4%3D,Side-Lying Oblique Crunch: Target obliques in a supported position—tap to begin.,Side-Lying Oblique Crunch,All Ages,All,Strength,Core,Bodyweight,"Beginner,Intermediate",General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Maintains general fitness and movement variability,"1. Stand with feet hip-width apart and arms relaxed.
2. Hinge at the hips and lower your torso toward the floor.
3. Keep a slight bend in the knees and hold for a moment.
4. Drive through the heels to return to standing.",Control tempo and avoid collapsing through the torso by bracing the core,4,None,
Standing Banded Row,10071,a8c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Banded_Row/Standing_Banded_Row.mp4?se=2036-01-25T12%3A29%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=d8H8AULd4AhEHRlC9uYS7Iu6hG8YsC0mz8XJTBfmIqA%3D,Standing Banded Row: Strengthen upper back and improve posture—tap to begin.,Standing Banded Row,All Ages,All,Strength,Upper,Resistance Band,"Beginner,Intermediate",General joint stiffness (multi-joint / morning stiffness),2,8–12,3–5,30–60 sec,Promotes general movement and body awareness,"1. Stand tall with feet shoulder-width apart and hands at your sides.
2. Bend at the hips and knees to lower into a squat.
3. Keep your chest up and weight on your heels.
4. Push through your heels to stand and squeeze your glutes.",Keep a neutral spine and breathe steadily,4,None,
Slow Mountain Climbers,10072,a9c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Slow_Mountain_Climbers/Slow_Mountain_Climbers.mp4?se=2036-01-25T12%3A29%3A47Z&sp=r&sv=2026-02-06&sr=b&sig=SKrz6niniLOf4sm7PQ0LqHfgE4Lf%2B8G1K4Chmhntbzc%3D,Mountain Climbers (Slow): Build core endurance with controlled tempo—tap to begin.,Mountain Climbers (slow),40–59,All,Mobility,Full,Bodyweight,Beginner,Reduced core stability,2,12–20,6–8,60–90 sec,Builds core stability and upper body endurance,"1. Place your hands on a stable elevated surface and walk your feet back into a plank.
2. Brace your core and lift one knee slowly toward your chest.
3. Return the foot to the starting position with control.
4. Repeat with the other leg, alternating slowly and steadily.",Keep hips low and stable with shoulders stacked over wrists and controlled leg movement,5,None,
Standing Hamstring Curl,10073,aac9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Hamstring_Curl/Standing_Hamstring_Curl.mp4?se=2036-01-25T12%3A29%3A49Z&sp=r&sv=2026-02-06&sr=b&sig=z7QKzwVvT1VROXOv9sn22K/k2VW4c5UyjRAG1XXGc8M%3D,Standing Hamstring Curl: Activate hamstrings in upright position—tap to begin.,Standing Hamstring Curl ,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Limited single-leg balance,2,12–15,3–5,30–60 sec,Improves hamstring activation and knee joint control,"1. Stand tall with feet hip-width apart and use a chair or wall for balance.
2. Shift weight onto one leg and bend the opposite knee, bringing the heel toward your glute.
3. Squeeze the back of the thigh and buttock as you lift the heel.
4. Lower the foot with control and repeat, then switch legs.",Stand tall hinge slightly at the hips flex knee slowly with control,2.8,None,
Standing chest stretch,10074,abc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_chest_stretch/Standing_chest_stretch.mp4?se=2036-01-25T12%3A30%3A01Z&sp=r&sv=2026-02-06&sr=b&sig=ZgTl22XXH0AIPJpJCDx%2BE1viOh/VAYejNVR0xtF86Xo%3D,Standing Chest Stretch: Open chest muscles and improve shoulder alignment—tap to begin.,Standing chest stretch,All Ages,All,Flexibility / Stretching,Upper,Bodyweight,Beginner,Poor posture (rounded shoulders / forward head),2,2–3,2–4,30–60 sec,Improves chest flexibility and shoulder range of motion,"1. Stand in a doorway and place your forearms or palms on the door frame at shoulder height.
2. Step one foot forward and gently lean your chest forward through the doorway.
3. Keep your shoulders down and feel a stretch across the chest.
4. Breathe steadily, hold briefly, then return to the starting position.",Keep spine neutral retract shoulder blades slightly avoid arching the lower back,4,None,
Standing Quadriceps Stretch,10075,acc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Quadriceps_Stretch/Standing_Quadriceps_Stretch.mp4?se=2036-01-25T12%3A30%3A02Z&sp=r&sv=2026-02-06&sr=b&sig=eWweqWTWUJBroG4gX3770PTpRUAuf/c7opoW5P8aFJc%3D,Quad Stretch (Standing): Improve front-thigh flexibility—tap to begin.,Quad Stretch (Standing),All Ages,All,Flexibility / Stretching,Lower,Bodyweight,Beginner,Knee pain (general / chronic),2,2–3,2–4,30–60 sec,Enhances quadriceps flexibility and knee mobility,"1. Stand tall and hold a wall or chair for balance.
2. Bend one knee and reach back to grasp your ankle or foot.
3. Pull the heel gently toward your glute while keeping knees close together.
4. Keep your torso upright, hold briefly, then release and switch sides.",Keep knees aligned tuck pelvis slightly stand tall and breathe into the stretch,4,None,
Standing Heel Raises,10076,adc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Heel_Raises/Standing_Heel_Raises.mp4?se=2036-01-25T12%3A30%3A03Z&sp=r&sv=2026-02-06&sr=b&sig=6s6lw%2B2U1yIwn2eUlY/H7K4FNnkOZOhtqTybTc09acQ%3D,Standing Heel Raises: Strengthen calf muscles and ankle support—tap to begin.,Standing Heel Raises,All Ages,All,Strength,Lower,Bodyweight,Beginner,Ankle instability / recurrent sprains,2,12–15,6–8,60–90 sec,Strengthens calf muscles and enhances ankle stability,"1. Stand tall with feet hip-width apart and hands lightly on a chair or wall for balance.
2. Press through the balls of your feet and lift both heels as high as possible.
3. Pause briefly at the top while keeping your ankles stable.
4. Lower your heels slowly back to the starting position.",Rise slowly through midfoot keeping spine long and knees soft,3,None,
Standing Calf Stretch,10077,aec9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Calf_Stretch/Standing_Calf_Stretch.mp4?se=2036-01-25T12%3A30%3A06Z&sp=r&sv=2026-02-06&sr=b&sig=hUjRriXMwll5Fg8HGQNZVBZxgtSnmbitCFZ1KSwhovM%3D,Standing Calf Stretch: Improve calf flexibility and ankle mobility—tap to begin.,Standing Calf Stretch,All Ages,All,Flexibility / Stretching,Lower,Bodyweight,Beginner,Ankle pain,2,20–30 seconds,2–4,30–60 sec,Improves calf flexibility and ankle range of motion,"1. Stand facing a wall and place your hands on it at shoulder height.
2. Step one foot back with the heel flat and the front knee slightly bent.
3. Lean forward until you feel a stretch in the back calf.
4. Hold the stretch, then switch legs and repeat.",Keep back heel down and hips squared maintain upright posture,4,None,
Superman,10078,afc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Superman/Superman.mp4?se=2036-01-25T12%3A30%3A22Z&sp=r&sv=2026-02-06&sr=b&sig=HDaqL79JlO3Qz8PYIx%2BmgEHOLAesP238%2BUfGY%2B%2BjcIc%3D,Superman Hold: Strengthen lower-back extensors—tap to begin.,Superman Hold,All Ages,All,Strength,Core,Bodyweight,Beginner,Lower back pain (non-specific),2,15–30 seconds,5–7,60–90 sec,Builds posterior chain strength and back endurance,"1. Lie face down with arms extended overhead and legs straight.
2. Simultaneously lift your arms, chest, and legs a few inches off the ground while keeping your neck neutral.
3. Hold the elevated position for the chosen time, then lower down with control.",Lift using glutes and scapular retraction keep neck neutral,2.6,"Hypertension, Coronary Artery Disease",
Supine Heel Slides,10079,b0c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Supine_Heel_Slides/Supine_Heel_Slides.mp4?se=2036-01-25T12%3A30%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=xh0i4/kz97bSOxC%2B/R0sjHkgZZphgPaG01ehEfcxzUI%3D,Supine Heel Slides: Improve knee mobility and quadriceps activation—tap to begin.,Supine Heel Slides,All Ages,All,Mobility,Lower,Bodyweight,Beginner,Knee injury (ACL / meniscus / post-surgery),2,10–15,3–5,30–60 sec,Improves knee mobility and hip control during movement,"1. Lie on your back with knees bent and feet flat on the floor.
2. Tighten your abdominal muscles and slowly slide one heel away until the leg straightens.
3. Pull the heel back to the starting position while keeping your core engaged.
4. Repeat with the other leg.",Slide heel slowly while keeping lower back on floor and core engaged,4,None,
Standing Lateral Line Stretch,10080,b1c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Lateral_Line_Stretch/Standing_Lateral_Line_Stretch.mp4?se=2036-01-25T12%3A30%3A17Z&sp=r&sv=2026-02-06&sr=b&sig=qkc7MXCTJ/nOWN7anzn1yXHeQ%2BkdMDf/eGTbY3aNbKk%3D,Standing Lateral Line Stretch: Stretch outer hip and torso line—tap to begin.,Standing Lateral Line Stretch,All Ages,All,Flexibility / Stretching,Core,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,20–30 seconds,2–4,30–60 sec,Enhances lateral trunk flexibility and side body mobility,"1. Stand tall with feet hip-width apart and arms at your sides.
2. Reach one arm overhead and lean to the opposite side until you feel a stretch along the side of your torso.
3. Return to center and repeat on the other side.",Reach sideways from the ribs keeping hips stacked and core braced,4,None,
Supine Heel Touch,10081,b2c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Supine_Heel_Touch/Supine_Heel_Touch.mp4?se=2036-01-25T12%3A30%3A29Z&sp=r&sv=2026-02-06&sr=b&sig=Tsor1Mfa8ZMuXj3hB/3HyW6K%2B4u0n0PNApUiy0/HG3w%3D,Supine Heel Taps: Engage lower core with controlled heel taps—tap to begin.,Supine Heel Taps,All Ages,All,Mobility,Core,Bodyweight,Beginner,Lower back pain (non-specific),2,12–20,4–6,30–60 sec,Enhances core stability and pelvic control,"1. Lie on your back with knees bent and feet flat on the floor.
2. Lift one foot a few inches off the ground and tap the heel lightly on the floor while keeping the other foot planted.
3. Return the lifted foot to the starting position and immediately lift and tap the other heel.
4. Continue alternating taps at a controlled pace while keeping your core engaged.",Keep low back gently pressed to the mat during taps,2.1,Sleep Apnea,
Standing Weight Shift Supported,10082,b3c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Standing_Weight_Shift_Supported/Standing_Weight_Shift_Supported.mp4?se=2036-01-25T12%3A30%3A32Z&sp=r&sv=2026-02-06&sr=b&sig=WHhuhYYC3T11GN0pi%2BupZqgrXGk3X5ZxPfHsCH/oW38%3D,Standing Weight Shift (Supported): Improve balance and weight transfer control—tap to begin.,Standing Weight Shift (Supported),All Ages,All,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,2,10–15,3–5,30–60 sec,Improves balance and weight distribution during standing movements,"1. Stand with feet hip-width apart and knees soft.
2. Shift your weight slowly onto one foot by pushing hips toward that side.
3. Return to center and repeat to the other side for desired reps.",Keep hips level and knees soft as you shift weight,2.6,None,
Sumo Squat,10083,b4c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Sumo_Squat/Sumo_Squat.mp4?se=2036-01-25T12%3A30%3A35Z&sp=r&sv=2026-02-06&sr=b&sig=Zst%2Bz1u1YQwj2dyN7q5vHkuH9SG5urEN/KRo6mS6yxY%3D,Sumo Squat: Strengthen inner thighs and glutes—tap to begin.,Sumo Squat,40–59,All,Strength,Lower,Bodyweight,Beginner,Knee pain (general / chronic),2,8–12,6–8,60–90 sec,Strengthens hips and glutes while improving lower body mobility,"1. Stand with a wide stance and toes turned outward.
2. Bend knees and lower hips straight down until thighs are parallel or at a comfortable depth.
3. Keep chest up and knees tracking over toes while holding the position.
4. Press through heels to return to standing and repeat.",Drive knees outward to track over toes and keep chest tall,4.2,None,
Tandem Stance,10084,b5c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Tandem_Stance/Tandem_Stance.mp4?se=2036-01-25T12%3A30%3A46Z&sp=r&sv=2026-02-06&sr=b&sig=ysk5PRcjOORtaGXPhPqy1H2qTRuGRVE5fWUgThX5W5w%3D,Tandem Stance: Challenge balance with a narrow base—tap to begin.,Tandem Stance ,40–59,All,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,2,3–5,3–5,30–60 sec,Enhances static balance and proprioceptive awareness,"1. Stand tall and place one foot directly in front of the other with heel touching toe.
2. Engage your core and keep eyes forward while maintaining balance.
3. Hold the position for the desired time, then switch feet and repeat.",Keep hips square and core braced while breathing evenly,4,Hypertension,
Triceps Dips chair,10085,b6c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Triceps_Dips_chair/Triceps_Dips_chair.mp4?se=2036-01-25T12%3A30%3A58Z&sp=r&sv=2026-02-06&sr=b&sig=tglDwN01geHZZt8KeAVz7GmhW5f%2BAS8QhtGeB0n/cwU%3D,Triceps Dips (Chair): Strengthen triceps using chair support—tap to begin.,Triceps Dips(chair),40–59,All,Strength,Upper,Bodyweight,Beginner,Shoulder pain (general),2,8–12,6–8,60–90 sec,Builds triceps strength and improves upper body pushing endurance,"1. Sit on the edge of a stable chair with your hands gripping the edge beside your hips.
2. Slide forward so your hips clear the chair and your knees bend at about 90 degrees.
3. Lower your body by bending your elbows until they reach about 90 degrees while keeping your back close to the chair.
4. Push through your palms to straighten your arms and return to the starting position.",Keep shoulders down and back and lower slowly with control,4.5,None,
Thread the Needle,10086,b7c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Thread_the_Needle/Thread_the_Needle.mp4?se=2036-01-25T12%3A30%3A59Z&sp=r&sv=2026-02-06&sr=b&sig=BNPiWbOwxKumlJra8/%2BQUNDGI33a1dnQB56/3TSlU28%3D,Thread the Needle: Improve thoracic spine rotation—tap to begin.,Thread the Needle,All Ages,All,Mobility,Upper,Bodyweight,Beginner,Thoracic stiffness (upper-back rigidity),2,8–12,2–4,30–60 sec,Increases thoracic mobility and shoulder range of motion,"1. Start on all fours with hands under shoulders and knees under hips.
2. Reach your right arm up toward the ceiling and rotate your torso.
3. Thread your right arm under your left arm and lower your right shoulder and ear toward the floor.
4. Slide your right hand forward, then press through the left hand to rotate back and repeat on the other side.",Keep hips square and move from the thoracic spine not the lower back,4,None,
Towel Row Pole,10087,b8c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Towel_Row_Pole/Towel_Row_Pole.mp4?se=2036-01-25T12%3A31%3A01Z&sp=r&sv=2026-02-06&sr=b&sig=AVBG82G1fa86nwFcbUv8e%2BYyX6ivru1UvvCgCXA22Eg%3D,Towel Row (Pole): Build pulling strength using bodyweight resistance—tap to begin.,Towel Row (Pole),40–59,All,Strength,Upper,Bodyweight,"Beginner,Intermediate",General joint stiffness (multi-joint / morning stiffness),2,10–12,3–5,30–60 sec,Encourages mindful movement and body awareness,"1. Stand tall with feet hip-width apart and shoulders relaxed.
2. Bend your knees and push your hips back to lower into a shallow squat.
3. Drive through your heels to stand up and squeeze your glutes at the top.",Maintain neutral spine and controlled breathing throughout the movement,4,None,
Wall Support March,10088,b9c9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Wall_Support_March/Wall_Support_March.mp4?se=2036-01-25T12%3A31%3A02Z&sp=r&sv=2026-02-06&sr=b&sig=3Qta0olOBR8tIRO/EOnPF278WkKLoOK4HPutYqFrcZA%3D,Wall-Supported March: Improve upright marching stability—tap to begin.,Wall-Supported March,60+,All,Balance & Stability,Lower,Bodyweight,Beginner,Limited single-leg balance,2,10–15,4–6,30–60 sec,Improves balance and hip flexor activation during controlled marching movements,"1. Stand facing a wall with feet hip-width apart and hands lightly on the wall.
2. Shift weight onto one leg and lift the opposite knee toward hip height.
3. Lower the lifted foot back to the floor with control.
4. Alternate legs in a steady marching rhythm while keeping posture tall.",Keep pelvis level and core braced while marching slowly with controlled breaths,2.3,None,
Warrior 1 pose Yoga,10089,bac9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Warrior_1_pose_Yoga/Warrior_1_pose_Yoga.mp4?se=2036-01-25T12%3A31%3A13Z&sp=r&sv=2026-02-06&sr=b&sig=ZLbc5ELXSFSo6fSH%2BlD1dDViYLoyfWwSHu6fXjqzTJo%3D,Warrior I Pose (Yoga): Build lower-body strength with overhead reach—tap to begin.,Warrior I pose (Yoga),40–59,All,Flexibility / Stretching,Full,Bodyweight,Beginner,Hip stiffness / limited hip mobility,2,8–12,3–5,30–60 sec,Builds lower body strength while promoting hip extension and upright posture,"1. Step one foot forward into a lunge and plant the back foot at a 45-degree angle.
2. Bend the front knee so it stays above the ankle and square the hips to face forward.
3. Extend both arms overhead and lengthen through the spine.
4. Press through the front heel to hold or rise, then switch sides to repeat.",Square hips to front and press through the back heel while lifting the chest,2.8,None,
Wrist Flexor Stretch,10090,bbc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Wrist_Flexor_Stretch/Wrist_Flexor_Stretch.mp4?se=2036-01-25T12%3A31%3A16Z&sp=r&sv=2026-02-06&sr=b&sig=2h8AcZyAUkFXdk1QGtHCDAcylYmqe8hwkSldbq2X9fo%3D,Wrist Flexor Stretch: Release forearm tightness and improve wrist mobility—tap to begin.,Wrist Flexor Stretch,All Ages,All,Flexibility / Stretching,Upper,Bodyweight,Beginner,Wrist pain / limited wrist mobility,2,8–12,1–3,30–60 sec,Enhances wrist and forearm flexibility and reduces tightness,"1. Extend one arm forward at shoulder height with the palm facing up.
2. Use the opposite hand to gently pull the fingers and palm down toward the body until a stretch is felt in the forearm.
3. Hold briefly, release, and repeat on the other arm.",Keep elbow straight and gently pull fingers back until a mild stretch,4,None,
Wrist Circles,10091,bcc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Wrist_Circles/Wrist_Circles.mp4?se=2036-01-25T12%3A31%3A18Z&sp=r&sv=2026-02-06&sr=b&sig=2eBqsZPIQfu9QMx5kVjuF4ZTvWmZ859RVO6PCvzYbXQ%3D,Wrist Circles: Improve wrist joint mobility before loading—tap to begin.,Wrist Circles,All Ages,All,Mobility,Upper,Bodyweight,Beginner,Wrist pain / limited wrist mobility,2,10–15,2–4,15–30 sec,Enhances wrist mobility and proprioceptive awareness,"1. Extend one arm forward at shoulder height with fingers relaxed.
2. Make a loose fist and rotate your wrist slowly in full circles.
3. Reverse the direction and rotate your wrist slowly in full circles.
4. Repeat the same motions with the other wrist.",Keep wrists neutral and move slowly through full range,4,None,
Warrior 2 pose Yoga,10092,bdc9eb09-090c-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Warrior_2_pose_Yoga/Warrior_2_pose_Yoga.mp4?se=2036-01-25T12%3A31%3A20Z&sp=r&sv=2026-02-06&sr=b&sig=kzI90lYV%2BjgF7%2BsOAEDdiDJo%2B5CNKicg9u0ObuhRvsU%3D,Warrior II Pose (Yoga): Strengthen legs while improving hip openness—tap to begin.,Warrior 2 pose (Yoga ),All Ages,All,Flexibility / Stretching,Full,Bodyweight,Beginner,Knee pain (general / chronic),2,5–8,3–6,30–60 sec,Builds lower body strength and improves balance and hip stability,"1. Stand with feet wide apart and turn your front foot 90 degrees.
2. Bend the front knee until it aligns over the ankle.
3. Extend both arms out to the sides at shoulder height with palms facing down.
4. Gaze over the front hand and hold the position, then switch sides.",Keep front knee tracking over the second toe and chest lifted,2.5,None,
Dumbbell Sumo Squat,10093,df389131-2812-f111-90e2-0ee5bce07997,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Sumo_Squat/Dumbbell_Sumo_Squat.mp4?se=2036-02-23T08%3A58%3A46Z&sp=r&sv=2026-02-06&sr=b&sig=2PiuUG/kn5WZ2vr2/5vYPRP22DvSh1UJOa2teFmQ7e4%3D,Dumbbell Sumo Squat: Add resistance to inner-thigh focused squats—tap to begin.,Dumbbell Sumo Squat,All Ages,All,Strength,Lower,Bodyweight,Intermediate,"Acute Knee Pain / Knee Injury, Hip Pain (moderate–severe), Acute Low Back Pain",3,8-12,6-8,60-90 sec,Strengthens inner thighs and glutes while improving lower-body stability.,"1. Stand with feet wider than shoulder-width and hold a dumbbell vertically with both hands.
2. Lower into a squat by bending hips and knees while keeping chest upright.
3. Push through heels to return to standing position.",Keep chest tall and knees tracking over toes.,5.5,Recent Hip or Knee Surgery,Main workout
